lib	alg	dim	median_ratio
NIAPY	ParticleSwarmOptimization	10	1.01578
NIAPY	ForestOptimizationAlgorithm	10	0.0339525
NIAPY	EnhancedFireworksAlgorithm	10	0.0220657
NIAPY	MultiStrategyDifferentialEvolution	10	0.0169293
NIAPY	MutatedParticleSwarmOptimization	10	0.0758864
NIAPY	ComprehensiveLearningParticleSwarmOptimizer	10	0.014433
NIAPY	KrillHerd	10	2.38558
NIAPY	FishSchoolSearch	10	0.053351
NIAPY	MutatedCenterUnifiedParticleSwarmOptimization	10	0.0689948
NIAPY	MutatedCenterParticleSwarmOptimization	10	0.0403195
NIAPY	GlowwormSwarmOptimizationV2	10	2.73559
NIAPY	CatSwarmOptimization	10	0.151451
NIAPY	DifferentialEvolution	10	0.0205027
NIAPY	FireworksAlgorithm	10	0.0556286
NIAPY	MothFlameOptimizer	10	1.66455
NIAPY	DynNpMultiStrategyDifferentialEvolution	10	0.101135
NIAPY	EvolutionStrategyML	10	0.275512
NIAPY	GreyWolfOptimizer	10	0.0503658
NIAPY	HarmonySearchV1	10	0.353227
NIAPY	BeesAlgorithm	10	0.647028
NIAPY	GlowwormSwarmOptimizationV1	10	2.7368
NIAPY	GlowwormSwarmOptimizationV3	10	2.64036
NIAPY	LionOptimizationAlgorithm	10	0.17302
NIAPY	ArtificialBeeColonyAlgorithm	10	0.00795571
NIAPY	AgingNpDifferentialEvolution	10	0.798464
NIAPY	OppositionVelocityClampingParticleSwarmOptimization	10	1.48825
NIAPY	CoralReefsOptimization	10	1.52692
NIAPY	BacterialForagingOptimization	10	0.106318
NIAPY	DynamicFireworksAlgorithmGauss	10	0.0501902
NIAPY	ClonalSelectionAlgorithm	10	1.52897
NIAPY	GravitationalSearchAlgorithm	10	2.43408
NIAPY	MonkeyKingEvolutionV1	10	0.244902
NIAPY	EvolutionStrategyMpL	10	0.017903
NIAPY	FireflyAlgorithm	10	0.00489278
NIAPY	FlowerPollinationAlgorithm	10	4.78051e-05
OPYTIMIZER	SA	10	0.0494178
OPYTIMIZER	GOGHS	10	0.545339
OPYTIMIZER	QSA	10	0.00307196
OPYTIMIZER	SGHS	10	0.135121
OPYTIMIZER	DE	10	6.01772e-10
OPYTIMIZER	RFO	10	0.0253925
OPYTIMIZER	PPA	10	0.329722
OPYTIMIZER	EHO	10	0.507218
OPYTIMIZER	AEO	10	0.0278908
OPYTIMIZER	ABO	10	0.00271085
OPYTIMIZER	GHS	10	0.493835
OPYTIMIZER	PVS	10	1.12094
OPYTIMIZER	BWO	10	0.557961
OPYTIMIZER	PSO	10	0.215151
OPYTIMIZER	BSO	10	0.668407
OPYTIMIZER	CSA	10	0.71252
OPYTIMIZER	SSO	10	0.826514
OPYTIMIZER	WOA	10	0.262754
OPYTIMIZER	BA	10	0.775938
OPYTIMIZER	HS	10	0.356254
OPYTIMIZER	JS	10	0.748922
OPYTIMIZER	SOS	10	0.00529608
OPYTIMIZER	GS	10	5.0335
OPYTIMIZER	EFO	10	0.0804557
OPYTIMIZER	GSA	10	3.93634
OPYTIMIZER	ESA	10	1.38208
OPYTIMIZER	BOA	10	5.24426
OPYTIMIZER	HC	10	1.6266
OPYTIMIZER	ABC	10	0.639251
OPYTIMIZER	RRA	10	0.02497
OPYTIMIZER	NDS	10	5.0335
OPYTIMIZER	NBJS	10	0.763132
OPYTIMIZER	SSD	10	2.91693
OPYTIMIZER	CEM	10	1.34801
OPYTIMIZER	AOA	10	1.02658
OPYTIMIZER	MRFO	10	0.0373986
OPYTIMIZER	ASO	10	9.19867
OPYTIMIZER	SFO	10	1.41913
OPYTIMIZER	IHS	10	0.469169
OPYTIMIZER	COA	10	0.00625982
OPYTIMIZER	GOA	10	0.0908068
OPYTIMIZER	STOA	10	2.01206
OPYTIMIZER	MVPA	10	0.933239
OPYTIMIZER	ES	10	0.296339
OPYTIMIZER	AIWPSO	10	0.346613
OPYTIMIZER	ISA	10	3.13375
OPYTIMIZER	EO	10	0.0273465
OPYTIMIZER	AF	10	16.0866
OPYTIMIZER	DOA	10	0.0920572
OPYTIMIZER	PIO	10	1.28658
OPYTIMIZER	HHO	10	0.10055
OPYTIMIZER	BSA	10	0.021345
OPYTIMIZER	TEO	10	1.08043
OPYTIMIZER	FA	10	4.54165
OPYTIMIZER	WWO	10	0.0893604
OPYTIMIZER	IWO	10	0.0247259
OPYTIMIZER	KH	10	0.0491004
OPYTIMIZER	FOA	10	0.0924209
OPYTIMIZER	RPSO	10	0.0611171
OPYTIMIZER	SCA	10	1.34177
OPYTIMIZER	OSA	10	1.5635
OPYTIMIZER	WDO	10	2.87641
OPYTIMIZER	LSA	10	0.0613382
OPYTIMIZER	VPSO	10	0.098299
OPYTIMIZER	SBO	10	0.0899415
OPYTIMIZER	GA	10	0.0134557
OPYTIMIZER	MFO	10	0.740544
OPYTIMIZER	CS	10	0
OPYTIMIZER	FSO	10	1.29847
OPYTIMIZER	NGHS	10	0.832111
OPYTIMIZER	GCO	10	0.0493072
OPYTIMIZER	TWO	10	0.253765
OPYTIMIZER	WEO	10	1.2012e-06
OPYTIMIZER	GWO	10	0.598449
OPYTIMIZER	SAVPSO	10	0.0167441
OPYTIMIZER	FFOA	10	3.21836
OPYTIMIZER	AIG	10	0.0922064
OPYTIMIZER	BH	10	0.448811
OPYTIMIZER	CI	10	0.976006
OPYTIMIZER	SSA	10	0.0394936
OPYTIMIZER	AO	10	1.38967
OPYTIMIZER	MVO	10	0.0896718
mealpy	LevyTWO	10	0.084343
mealpy	OriginalTLO	10	0.0219888
mealpy	GWO	10	0.637028
mealpy	OriginalBBO	10	0.0851303
mealpy	ABFO	10	1.03127
mealpy	OriginalWHO	10	0.071644
mealpy	OriginalFFA	10	1.00408
mealpy	BaseSARO	10	0.0394878
mealpy	OriginalSMA	10	0.200537
mealpy	SingleGA	10	0.723667
mealpy	OriginalSSDO	10	1.05316
mealpy	OriginalFPA	10	0.00141716
mealpy	OriginalSSO	10	0.900449
mealpy	OriginalMA	10	0.9489
mealpy	OriginalCEM	10	0.336491
mealpy	OCRO	10	0.183199
mealpy	OriginalBA	10	3.9874
mealpy	OriginalAEO	10	0.282716
mealpy	OriginalBSO	10	0.224523
mealpy	OriginalBFO	10	1.64253
mealpy	ImprovedSLO	10	0.34603
mealpy	OriginalLCO	10	0.771503
mealpy	OriginalHGS	10	0.317301
mealpy	BaseALO	10	0.0760352
mealpy	CPSO	10	1.04965
mealpy	OriginalEO	10	0.0201499
mealpy	DE	10	1.89432
mealpy	ModifiedBA	10	0.254582
mealpy	BaseTLO	10	0.0244907
mealpy	OriginalPFA	10	1.13531
mealpy	BaseFOA	10	2.95718
mealpy	OriginalGBO	10	0.0546036
mealpy	TVAC	10	0.0399284
mealpy	BaseFBIO	10	0.0123473
mealpy	ImprovedBSO	10	0.363327
mealpy	OriginalAO	10	1.99954
mealpy	BaseGSKA	10	0.00453426
mealpy	BaseLCO	10	0.661693
mealpy	OriginalSSpiderA	10	1.55502
mealpy	BaseHS	10	0.0720292
mealpy	AdaptiveEO	10	0.0261673
mealpy	OriginalWCA	10	0.2798
mealpy	OriginalMRFO	10	0.220529
mealpy	OriginalEOA	10	0.551156
mealpy	OriginalABC	10	0.157862
mealpy	ModifiedAEO	10	0.217665
mealpy	OriginalSFO	10	1.26221
mealpy	BaseBBO	10	0.0958494
mealpy	OriginalNMRA	10	0.00781805
mealpy	OriginalACOR	10	0.0178134
mealpy	ImprovedSFO	10	1.10396
mealpy	OriginalCRO	10	0.0555009
mealpy	LevyJA	10	0.154015
mealpy	OriginalHS	10	0.0426344
mealpy	OriginalCSO	10	1.04456
mealpy	OriginalCOA	10	0.127029
mealpy	LevyQSA	10	0.0225468
mealpy	OppoQSA	10	0.0143416
mealpy	BaseBRO	10	1.07769
mealpy	OriginalSLO	10	0.626177
mealpy	OriginalMVO	10	0.0280539
mealpy	CLPSO	10	0.0372647
mealpy	OriginalNRO	10	5.72748e-05
mealpy	BaseSCA	10	0.366088
mealpy	BaseGCO	10	0.138485
mealpy	OriginalArchOA	10	0.451033
mealpy	SwarmHC	10	0.0382608
mealpy	ImprovedTLO	10	0.907551
mealpy	OriginalMSA	10	0.0208842
mealpy	WOA	10	0.258044
mealpy	OriginalIWO	10	0.29041
mealpy	BaseGA	10	0.0768238
mealpy	ModifiedEO	10	0.0762612
mealpy	ImprovedNMRA	10	0.120578
mealpy	BaseCHIO	10	1.41588
mealpy	OriginalHHO	10	0.284013
mealpy	OriginalGWO	10	0.379836
mealpy	ImprovedQSA	10	0.0163111
mealpy	OriginalFBIO	10	0.0196985
mealpy	OriginalBeesA	10	0.0457703
mealpy	BaseEFO	10	0.0286299
mealpy	OriginalSA	10	0.0531061
mealpy	OriginalHC	10	1.57953
mealpy	OriginalSHO	10	0.906022
mealpy	JADE	10	0
mealpy	OriginalCA	10	0.857883
mealpy	EnhancedTWO	10	0.0443255
mealpy	BaseSSA	10	0.329432
mealpy	OriginalAOA	10	2.94396
mealpy	OriginalQSA	10	0.00418564
mealpy	OriginalGOA	10	0.217268
mealpy	EnhancedAEO	10	0.304821
mealpy	OriginalGSKA	10	0.00372451
mealpy	PPSO	10	0.445438
mealpy	OriginalCGO	10	0.43931
mealpy	OriginalHGSO	10	0.895387
mealpy	OriginalSBO	10	0.0922948
mealpy	OppoTWO	10	0.0869031
mealpy	OriginalASO	10	3.08297
mealpy	ModifiedSLO	10	0.407013
mealpy	BaseVCS	10	0.0145019
mealpy	LSHADE	10	7.13317e-14
mealpy	OriginalEFO	10	0.95847
mealpy	OriginalJA	10	1.27194
mealpy	OriginalGCO	10	0.138206
mealpy	OriginalPSS	10	0.177539
mealpy	OriginalEHO	10	0.665637
mealpy	OriginalSSA	10	0.337262
mealpy	OriginalSCA	10	0.379632
mealpy	OriginalBES	10	0.730821
mealpy	BaseSBO	10	0.150176
mealpy	BaseJA	10	0.146391
mealpy	OriginalSARO	10	6.51618e-05
mealpy	OriginalSRSR	10	0.0723903
mealpy	OriginalTWO	10	0.0144703
mealpy	OriginalWDO	10	1.80541
mealpy	AugmentedAEO	10	0.120968
mealpy	OriginalWOA	10	0.333194
mealpy	SADE	10	2.77781e-05
mealpy	OriginalBRO	10	1.2822
mealpy	OriginalSSpiderO	10	0.849476
mealpy	ProbBeesA	10	0.872886
mealpy	OriginalFA	10	0.178274
mealpy	OriginalCSA	10	1.12866
mealpy	OriginalALO	10	0.0778048
mealpy	OriginalDO	10	0.531992
mealpy	OriginalCHIO	10	0.988683
mealpy	OriginalBSA	10	0.29262
mealpy	LevyEP	10	0.132449
mealpy	OriginalICA	10	0.211602
mealpy	ImprovedLCO	10	0.56509
mealpy	OriginalMFO	10	1.60533
mealpy	ImprovedAEO	10	0.34219
mealpy	OriginalVCS	10	0.788018
mealpy	AdaptiveBA	10	3.23311
mealpy	MultiGA	10	0.583406
mealpy	OriginalES	10	0.212077
mealpy	LevyES	10	0.0348428
mealpy	OriginalEP	10	1.44787
mealpy	BaseSMA	10	0.0559093
mealpy	OriginalPSO	10	2.40534
mealpy	FBUDGETSHADE	10	0
mealpy	OriginalFOA	10	2.87584
mealpy	BaseQSA	10	0.0279691
mealpy	BaseMFO	10	0.0421127
mealpy	BaseDE	10	9.94574e-10
mealpy	WhaleFOA	10	3.07055
Baselines	DE	20	0.0814011
Baselines	RCobyla	20	0.0459961
Baselines	PSO	20	2.41168
Baselines	RandomSearch	20	1.00627
Baselines	DiagonalCMA	20	0.0106023
Baselines	modcma	20	0.000346431
Baselines	modde	20	0.0180406
Baselines	OnePlusOne	20	0.129724
Baselines	Powell	20	0.00982514
Baselines	MultiBFGS	20	0.000208834
Baselines	lshade	20	1.87355e-09
Baselines	bipop	20	0
EVOLOPY	DE	20	0.0172437
EVOLOPY	JAYA	20	0.42838
EVOLOPY	PSO	20	0.407664
EVOLOPY	WOA	20	0.357016
EVOLOPY	FFA	20	0.0456572
EVOLOPY	BAT	20	1.01241
EVOLOPY	MVO	20	0.0336682
EVOLOPY	HHO	20	0.361079
EVOLOPY	SCA	20	0.535452
EVOLOPY	GA	20	0.206047
EVOLOPY	MFO	20	0.382394
EVOLOPY	CS	20	0.0231574
EVOLOPY	GWO	20	0.143307
EVOLOPY	SSA	20	0.0593592
NIAPY	DynamicFireworksAlgorithm	20	0.0180719
NIAPY	HarmonySearch	20	0.285744
NIAPY	EvolutionStrategyMp1	20	0.0216137
NIAPY	MonarchButterflyOptimization	20	1.14635
NIAPY	CenterParticleSwarmOptimization	20	0.0713651
NIAPY	DynNpDifferentialEvolution	20	0.472706
NIAPY	CamelAlgorithm	20	0.394719
NIAPY	BatAlgorithm	20	0.188203
NIAPY	GlowwormSwarmOptimization	20	1.6062
NIAPY	BareBonesFireworksAlgorithm	20	0.257761
NIAPY	CuckooSearch	20	0.00704787
NIAPY	GeneticAlgorithm	20	1.00637
NIAPY	ParticleSwarmAlgorithm	20	0.0299885
NIAPY	MonkeyKingEvolutionV3	20	0.606807
NIAPY	MonkeyKingEvolutionV2	20	0.123257
NIAPY	SineCosineAlgorithm	20	3.24626
NIAPY	EvolutionStrategy1p1	20	0.0971396
NIAPY	HarrisHawksOptimization	20	0.0769065
NIAPY	ParticleSwarmOptimization	20	1.01721
NIAPY	ForestOptimizationAlgorithm	20	0.0152567
NIAPY	EnhancedFireworksAlgorithm	20	0.00782331
NIAPY	MultiStrategyDifferentialEvolution	20	0.0572017
NIAPY	MutatedParticleSwarmOptimization	20	0.0807247
NIAPY	ComprehensiveLearningParticleSwarmOptimizer	20	0.0110245
NIAPY	KrillHerd	20	1.40992
NIAPY	FishSchoolSearch	20	0.025881
NIAPY	MutatedCenterUnifiedParticleSwarmOptimization	20	0.051071
NIAPY	MutatedCenterParticleSwarmOptimization	20	0.0428025
NIAPY	GlowwormSwarmOptimizationV2	20	1.59413
NIAPY	CatSwarmOptimization	20	0.123565
NIAPY	DifferentialEvolution	20	0.0969533
NIAPY	FireworksAlgorithm	20	0.036453
NIAPY	MothFlameOptimizer	20	1.49742
NIAPY	DynNpMultiStrategyDifferentialEvolution	20	0.131958
NIAPY	EvolutionStrategyML	20	0.272382
NIAPY	GreyWolfOptimizer	20	0.0659325
NIAPY	HarmonySearchV1	20	0.444732
NIAPY	BeesAlgorithm	20	0.949066
NIAPY	GlowwormSwarmOptimizationV1	20	1.64003
NIAPY	GlowwormSwarmOptimizationV3	20	1.62728
NIAPY	LionOptimizationAlgorithm	20	0.18682
NIAPY	ArtificialBeeColonyAlgorithm	20	0.00125245
NIAPY	AgingNpDifferentialEvolution	20	0.877356
NIAPY	OppositionVelocityClampingParticleSwarmOptimization	20	1.39122
NIAPY	CoralReefsOptimization	20	1.39931
NIAPY	BacterialForagingOptimization	20	0.0810099
NIAPY	DynamicFireworksAlgorithmGauss	20	0.0155055
NIAPY	ClonalSelectionAlgorithm	20	1.29091
NIAPY	GravitationalSearchAlgorithm	20	1.4823
NIAPY	MonkeyKingEvolutionV1	20	0.352552
NIAPY	EvolutionStrategyMpL	20	0.0170557
NIAPY	FireflyAlgorithm	20	0.00576479
NIAPY	FlowerPollinationAlgorithm	20	0.0154725
OPYTIMIZER	SA	20	0.0267546
OPYTIMIZER	GOGHS	20	0.499966
OPYTIMIZER	QSA	20	0.00367563
OPYTIMIZER	SGHS	20	0.0262312
OPYTIMIZER	DE	20	0.000147341
OPYTIMIZER	RFO	20	0.0258146
OPYTIMIZER	PPA	20	0.308908
OPYTIMIZER	EHO	20	0.510265
OPYTIMIZER	AEO	20	0.042168
OPYTIMIZER	ABO	20	0.000649051
OPYTIMIZER	GHS	20	0.548925
OPYTIMIZER	PVS	20	1.05108
OPYTIMIZER	BWO	20	0.353298
OPYTIMIZER	PSO	20	0.348923
OPYTIMIZER	BSO	20	0.636524
OPYTIMIZER	CSA	20	0.644146
OPYTIMIZER	SSO	20	0.585049
OPYTIMIZER	WOA	20	0.145047
OPYTIMIZER	BA	20	0.700898
OPYTIMIZER	HS	20	0.39273
OPYTIMIZER	JS	20	0.631825
OPYTIMIZER	SOS	20	0.00677921
OPYTIMIZER	GS	20	3.20728
OPYTIMIZER	EFO	20	0.0506082
OPYTIMIZER	GSA	20	1.76726
OPYTIMIZER	ESA	20	1.15171
OPYTIMIZER	BOA	20	2.25501
OPYTIMIZER	HC	20	1.37703
OPYTIMIZER	ABC	20	0.82497
OPYTIMIZER	RRA	20	0.00347023
OPYTIMIZER	NDS	20	3.16371
OPYTIMIZER	NBJS	20	0.638318
OPYTIMIZER	SSD	20	1.70713
OPYTIMIZER	CEM	20	1.13559
OPYTIMIZER	AOA	20	0.915654
OPYTIMIZER	MRFO	20	0.0326952
OPYTIMIZER	ASO	20	4.14236
OPYTIMIZER	SFO	20	0.89195
OPYTIMIZER	IHS	20	0.491598
OPYTIMIZER	COA	20	0.0408018
OPYTIMIZER	GOA	20	0.0880501
OPYTIMIZER	STOA	20	1.411
OPYTIMIZER	MVPA	20	0.978134
OPYTIMIZER	ES	20	0.460579
OPYTIMIZER	AIWPSO	20	0.530543
OPYTIMIZER	ISA	20	1.92685
OPYTIMIZER	EO	20	0.0304469
OPYTIMIZER	AF	20	8.36152
OPYTIMIZER	DOA	20	0.159041
OPYTIMIZER	PIO	20	1.09834
OPYTIMIZER	HHO	20	0.105625
OPYTIMIZER	BSA	20	0.0124506
OPYTIMIZER	TEO	20	0.770248
OPYTIMIZER	FA	20	2.03139
OPYTIMIZER	WWO	20	0.138234
OPYTIMIZER	IWO	20	0.0109692
OPYTIMIZER	KH	20	0.0634201
OPYTIMIZER	FOA	20	0.0264149
OPYTIMIZER	RPSO	20	0.063517
OPYTIMIZER	SCA	20	1.10621
OPYTIMIZER	OSA	20	0.955333
OPYTIMIZER	WDO	20	1.51531
OPYTIMIZER	LSA	20	0.0134281
OPYTIMIZER	VPSO	20	0.122392
OPYTIMIZER	SBO	20	0.0161103
OPYTIMIZER	GA	20	0.0170415
OPYTIMIZER	MFO	20	0.933089
OPYTIMIZER	CS	20	0.000234406
OPYTIMIZER	FSO	20	1.11256
OPYTIMIZER	NGHS	20	0.637492
OPYTIMIZER	GCO	20	0.159887
OPYTIMIZER	TWO	20	0.238776
OPYTIMIZER	WEO	20	0.000172304
OPYTIMIZER	GWO	20	0.672312
OPYTIMIZER	SAVPSO	20	0.00231052
OPYTIMIZER	FFOA	20	1.64083
OPYTIMIZER	AIG	20	0.164341
OPYTIMIZER	BH	20	0.444041
OPYTIMIZER	CI	20	1.04256
OPYTIMIZER	SSA	20	0.0400906
OPYTIMIZER	AO	20	1.21943
OPYTIMIZER	MVO	20	0.02946
mealpy	LevyTWO	20	0.0757101
mealpy	OriginalTLO	20	0.0330895
mealpy	GWO	20	0.641883
mealpy	OriginalBBO	20	0.0124882
mealpy	ABFO	20	1.02908
mealpy	OriginalWHO	20	0.0513126
mealpy	OriginalFFA	20	1.02778
mealpy	BaseSARO	20	0.0288375
mealpy	OriginalSMA	20	0.0461044
mealpy	SingleGA	20	0.335973
mealpy	OriginalSSDO	20	0.930362
mealpy	OriginalFPA	20	0.00368063
mealpy	OriginalSSO	20	0.123317
mealpy	OriginalMA	20	0.96673
mealpy	OriginalCEM	20	0.346198
mealpy	OCRO	20	0.328869
mealpy	OriginalBA	20	2.35142
mealpy	OriginalAEO	20	0.180933
mealpy	OriginalBSO	20	0.195379
mealpy	OriginalBFO	20	1.35734
mealpy	ImprovedSLO	20	0.329329
mealpy	OriginalLCO	20	0.848814
mealpy	OriginalHGS	20	0.132979
mealpy	BaseALO	20	0.0230808
mealpy	CPSO	20	1.02694
mealpy	OriginalEO	20	0.02023
mealpy	DE	20	1.3582
mealpy	ModifiedBA	20	0.13261
mealpy	BaseTLO	20	0.0305301
mealpy	OriginalPFA	20	0.59947
mealpy	BaseFOA	20	1.53906
mealpy	OriginalGBO	20	0.0168846
mealpy	TVAC	20	0.0214173
mealpy	BaseFBIO	20	0.014238
mealpy	ImprovedBSO	20	0.255995
mealpy	OriginalAO	20	1.4297
mealpy	BaseGSKA	20	0.00465029
mealpy	BaseLCO	20	0.742793
mealpy	OriginalSSpiderA	20	1.21892
mealpy	BaseHS	20	0.0129795
mealpy	AdaptiveEO	20	0.025375
mealpy	OriginalWCA	20	0
mealpy	OriginalMRFO	20	0.161234
mealpy	OriginalEOA	20	0.535218
mealpy	OriginalABC	20	0.294935
mealpy	ModifiedAEO	20	0.136976
mealpy	OriginalSFO	20	1.11641
mealpy	BaseBBO	20	0.0126774
mealpy	OriginalNMRA	20	0.0139151
mealpy	OriginalACOR	20	0.00745035
mealpy	ImprovedSFO	20	1.0487
mealpy	OriginalCRO	20	0.0124146
mealpy	LevyJA	20	0.0859976
mealpy	OriginalHS	20	0.011703
mealpy	OriginalCSO	20	1.03701
mealpy	OriginalCOA	20	0.0742305
mealpy	LevyQSA	20	0.0143996
mealpy	OppoQSA	20	0.012404
mealpy	BaseBRO	20	1.02596
mealpy	OriginalSLO	20	0.503992
mealpy	OriginalMVO	20	0.0320751
mealpy	CLPSO	20	0.0263879
mealpy	OriginalNRO	20	0.00123782
mealpy	BaseSCA	20	0.32197
mealpy	BaseGCO	20	0.201543
mealpy	OriginalArchOA	20	0.525611
mealpy	SwarmHC	20	0.0243813
mealpy	ImprovedTLO	20	1.00404
mealpy	OriginalMSA	20	0.00430452
mealpy	WOA	20	0.123876
mealpy	OriginalIWO	20	0.238589
mealpy	BaseGA	20	0.0129847
mealpy	ModifiedEO	20	0.0185679
mealpy	ImprovedNMRA	20	0.0141675
mealpy	BaseCHIO	20	1.24304
mealpy	OriginalHHO	20	0.116347
mealpy	OriginalGWO	20	0.487051
mealpy	ImprovedQSA	20	0.00895312
mealpy	OriginalFBIO	20	0.0292424
mealpy	OriginalBeesA	20	0.0386506
mealpy	BaseEFO	20	0.0111037
mealpy	OriginalSA	20	0.024442
mealpy	OriginalHC	20	1.1314
mealpy	OriginalSHO	20	1.00657
mealpy	JADE	20	5.15315e-05
mealpy	OriginalCA	20	0.760712
mealpy	EnhancedTWO	20	0.0333742
mealpy	BaseSSA	20	0.123315
mealpy	OriginalAOA	20	1.5785
mealpy	OriginalQSA	20	0.00491883
mealpy	OriginalGOA	20	0.486982
mealpy	EnhancedAEO	20	0.218322
mealpy	OriginalGSKA	20	0.0117416
mealpy	PPSO	20	0.349837
mealpy	OriginalCGO	20	0.489503
mealpy	OriginalHGSO	20	0.867108
mealpy	OriginalSBO	20	0.0332482
mealpy	OppoTWO	20	0.0948023
mealpy	OriginalASO	20	2.08603
mealpy	ModifiedSLO	20	0.290871
mealpy	BaseVCS	20	0.0204658
mealpy	LSHADE	20	0.000625504
mealpy	OriginalEFO	20	0.763499
mealpy	OriginalJA	20	1.13564
mealpy	OriginalGCO	20	0.291564
mealpy	OriginalPSS	20	0.22289
mealpy	OriginalEHO	20	0.642743
mealpy	OriginalSSA	20	0.131748
mealpy	OriginalSCA	20	0.307682
mealpy	OriginalBES	20	0.822355
mealpy	BaseSBO	20	0.0674028
mealpy	BaseJA	20	0.152885
mealpy	OriginalSARO	20	0.00521005
mealpy	OriginalSRSR	20	0.0302074
mealpy	OriginalTWO	20	0.0321228
mealpy	OriginalWDO	20	1.20946
mealpy	AugmentedAEO	20	0.0151603
mealpy	OriginalWOA	20	0.252121
mealpy	SADE	20	0.00233605
mealpy	OriginalBRO	20	0.610191
mealpy	OriginalSSpiderO	20	0.558161
mealpy	ProbBeesA	20	0.937861
mealpy	OriginalFA	20	0.167229
mealpy	OriginalCSA	20	0.948034
mealpy	OriginalALO	20	0.00745577
mealpy	OriginalDO	20	0.431638
mealpy	OriginalCHIO	20	1.00427
mealpy	OriginalBSA	20	0.353478
mealpy	LevyEP	20	0.111343
mealpy	OriginalICA	20	0.114578
mealpy	ImprovedLCO	20	0.544089
mealpy	OriginalMFO	20	1.43619
mealpy	ImprovedAEO	20	0.235881
mealpy	OriginalVCS	20	0.81919
mealpy	AdaptiveBA	20	2.21466
mealpy	MultiGA	20	0.260126
mealpy	OriginalES	20	0.173776
mealpy	LevyES	20	0.0111132
mealpy	OriginalEP	20	1.33661
mealpy	BaseSMA	20	0.0310076
mealpy	OriginalPSO	20	1.73725
mealpy	FBUDGETSHADE	20	0.000396603
mealpy	OriginalFOA	20	1.6021
mealpy	BaseQSA	20	0.0350766
mealpy	BaseMFO	20	0.0351202
mealpy	BaseDE	20	0.000188349
mealpy	WhaleFOA	20	1.54228
