lib	alg	dim	budget_factor	wins	losses	pairs	p_better	holm_better	p_worse	holm_worse	verdict
EVOLOPY	DE	2	10	670	529	1200	2.5887e-05	-1	0.99998	-1	descriptive
EVOLOPY	JAYA	2	10	630	567	1200	0.0365422	-1	0.967854	-1	descriptive
EVOLOPY	PSO	2	10	630	567	1200	0.0365422	-1	0.967854	-1	descriptive
EVOLOPY	WOA	2	10	630	567	1200	0.0365422	-1	0.967854	-1	descriptive
EVOLOPY	FFA	2	10	630	567	1200	0.0365422	-1	0.967854	-1	descriptive
EVOLOPY	BAT	2	10	630	567	1200	0.0365422	-1	0.967854	-1	descriptive
EVOLOPY	MVO	2	10	630	567	1200	0.0365422	-1	0.967854	-1	descriptive
EVOLOPY	HHO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
EVOLOPY	SCA	2	10	630	567	1200	0.0365422	-1	0.967854	-1	descriptive
EVOLOPY	GA	2	10	521	473	995	0.0679936	-1	0.939952	-1	descriptive
EVOLOPY	MFO	2	10	630	567	1200	0.0365422	-1	0.967854	-1	descriptive
EVOLOPY	CS	2	10	630	567	1200	0.0365422	-1	0.967854	-1	descriptive
EVOLOPY	GWO	2	10	630	567	1200	0.0365422	-1	0.967854	-1	descriptive
EVOLOPY	SSA	2	10	635	563	1200	0.0200964	-1	0.982553	-1	descriptive
NIAPY	DynamicFireworksAlgorithm	2	10	303	896	1200	1	-1	1.06162e-68	-1	descriptive
NIAPY	HarmonySearch	2	10	659	539	1200	0.000290109	-1	0.999766	-1	descriptive
NIAPY	EvolutionStrategyMp1	2	10	346	853	1200	1	-1	3.79628e-50	-1	descriptive
NIAPY	MonarchButterflyOptimization	2	10	610	588	1200	0.272026	-1	0.746809	-1	descriptive
NIAPY	CenterParticleSwarmOptimization	2	10	641	558	1200	0.00892096	-1	0.992382	-1	descriptive
NIAPY	DynNpDifferentialEvolution	2	10	596	600	1200	0.557474	-1	0.465439	-1	descriptive
NIAPY	CamelAlgorithm	2	10	626	571	1200	0.0592673	-1	0.947254	-1	descriptive
NIAPY	BatAlgorithm	2	10	642	557	1200	0.00761828	-1	0.993514	-1	descriptive
NIAPY	GlowwormSwarmOptimization	2	10	628	570	1200	0.0497772	-1	0.955887	-1	descriptive
NIAPY	BareBonesFireworksAlgorithm	2	10	428	772	1200	1	-1	1.02773e-23	-1	descriptive
NIAPY	CuckooSearch	2	10	645	554	1200	0.00465846	-1	0.99607	-1	descriptive
NIAPY	GeneticAlgorithm	2	10	649	551	1200	0.00254342	-1	0.997877	-1	descriptive
NIAPY	ParticleSwarmAlgorithm	2	10	628	568	1200	0.0439802	-1	0.961144	-1	descriptive
NIAPY	MonkeyKingEvolutionV3	2	10	605	592	1200	0.364362	-1	0.657124	-1	descriptive
NIAPY	MonkeyKingEvolutionV2	2	10	643	556	1200	0.00648604	-1	0.994495	-1	descriptive
NIAPY	SineCosineAlgorithm	2	10	640	557	1200	0.00887329	-1	0.992424	-1	descriptive
NIAPY	EvolutionStrategy1p1	2	10	733	462	1200	2.18527e-15	-1	1	-1	descriptive
NIAPY	HarrisHawksOptimization	2	10	635	562	1200	0.0186919	-1	0.983799	-1	descriptive
NIAPY	ParticleSwarmOptimization	2	10	638	561	1200	0.0140664	-1	0.987878	-1	descriptive
NIAPY	ForestOptimizationAlgorithm	2	10	426	774	1200	1	-1	3.11182e-24	-1	descriptive
NIAPY	EnhancedFireworksAlgorithm	2	10	334	866	1200	1	-1	3.80213e-55	-1	descriptive
NIAPY	MultiStrategyDifferentialEvolution	2	10	643	555	1200	0.00596005	-1	0.99495	-1	descriptive
NIAPY	MutatedParticleSwarmOptimization	2	10	650	549	1200	0.00192969	-1	0.998397	-1	descriptive
NIAPY	ComprehensiveLearningParticleSwarmOptimizer	2	10	625	574	1200	0.0743573	-1	0.933434	-1	descriptive
NIAPY	KrillHerd	2	10	631	565	1200	0.0300639	-1	0.973672	-1	descriptive
NIAPY	FishSchoolSearch	2	10	627	572	1200	0.0594212	-1	0.947108	-1	descriptive
NIAPY	MutatedCenterUnifiedParticleSwarmOptimization	2	10	645	555	1200	0.00508185	-1	0.995706	-1	descriptive
NIAPY	MutatedCenterParticleSwarmOptimization	2	10	653	544	1200	0.000893564	-1	0.999267	-1	descriptive
NIAPY	GlowwormSwarmOptimizationV2	2	10	640	559	1200	0.0104147	-1	0.991079	-1	descriptive
NIAPY	CatSwarmOptimization	2	10	625	573	1200	0.0702958	-1	0.937164	-1	descriptive
NIAPY	DifferentialEvolution	2	10	644	554	1200	0.00505042	-1	0.995734	-1	descriptive
NIAPY	FireworksAlgorithm	2	10	348	851	1200	1	-1	2.29739e-49	-1	descriptive
NIAPY	MothFlameOptimizer	2	10	647	553	1200	0.0036174	-1	0.996962	-1	descriptive
NIAPY	DynNpMultiStrategyDifferentialEvolution	2	10	636	564	1200	0.0201798	-1	0.982477	-1	descriptive
NIAPY	EvolutionStrategyML	2	10	357	842	1200	1	-1	6.21422e-46	-1	descriptive
NIAPY	GreyWolfOptimizer	2	10	633	566	1200	0.0282992	-1	0.975247	-1	descriptive
NIAPY	HarmonySearchV1	2	10	636	560	1200	0.0150322	-1	0.987031	-1	descriptive
NIAPY	BeesAlgorithm	2	10	644	552	1200	0.00423893	-1	0.996431	-1	descriptive
NIAPY	GlowwormSwarmOptimizationV1	2	10	649	550	1200	0.00231595	-1	0.99807	-1	descriptive
NIAPY	GlowwormSwarmOptimizationV3	2	10	632	565	1200	0.0281961	-1	0.975342	-1	descriptive
NIAPY	LionOptimizationAlgorithm	2	10	631	569	1200	0.0391044	-1	0.96554	-1	descriptive
NIAPY	ArtificialBeeColonyAlgorithm	2	10	593	606	1200	0.657	-1	0.364471	-1	descriptive
NIAPY	AgingNpDifferentialEvolution	2	10	628	568	1200	0.0439802	-1	0.961144	-1	descriptive
NIAPY	OppositionVelocityClampingParticleSwarmOptimization	2	10	631	566	1200	0.0321462	-1	0.971804	-1	descriptive
NIAPY	CoralReefsOptimization	2	10	633	564	1200	0.0246585	-1	0.978499	-1	descriptive
NIAPY	BacterialForagingOptimization	2	10	639	559	1200	0.0112121	-1	0.990383	-1	descriptive
NIAPY	DynamicFireworksAlgorithmGauss	2	10	358	842	1200	1	-1	1.04362e-45	-1	descriptive
NIAPY	ClonalSelectionAlgorithm	2	10	580	617	1200	0.863975	-1	0.149045	-1	descriptive
NIAPY	GravitationalSearchAlgorithm	2	10	636	563	1200	0.0187716	-1	0.983726	-1	descriptive
NIAPY	MonkeyKingEvolutionV1	2	10	675	523	1200	6.26559e-06	-1	0.999995	-1	descriptive
NIAPY	EvolutionStrategyMpL	2	10	356	844	1200	1	-1	1.86384e-46	-1	descriptive
NIAPY	FireflyAlgorithm	2	10	613	585	1200	0.21768	-1	0.798939	-1	descriptive
NIAPY	FlowerPollinationAlgorithm	2	10	643	553	1200	0.00501909	-1	0.995761	-1	descriptive
OPYTIMIZER	SA	2	10	946	249	1200	2.90243e-96	-1	1	-1	descriptive
OPYTIMIZER	GOGHS	2	10	1094	106	1200	1.1649e-207	-1	1	-1	descriptive
OPYTIMIZER	QSA	2	10	1087	112	1200	2.08783e-201	-1	1	-1	descriptive
OPYTIMIZER	SGHS	2	10	1059	139	1200	5.37451e-176	-1	1	-1	descriptive
OPYTIMIZER	DE	2	10	1098	102	1200	9.56554e-212	-1	1	-1	descriptive
OPYTIMIZER	RFO	2	10	1091	108	1200	2.19887e-205	-1	1	-1	descriptive
OPYTIMIZER	PPA	2	10	445	754	1200	1	-1	1.87017e-19	-1	descriptive
OPYTIMIZER	EHO	2	10	1093	107	1200	1.19235e-206	-1	1	-1	descriptive
OPYTIMIZER	AEO	2	10	1089	111	1200	1.1827e-202	-1	1	-1	descriptive
OPYTIMIZER	ABO	2	10	1096	104	1200	1.07796e-209	-1	1	-1	descriptive
OPYTIMIZER	GHS	2	10	1078	122	1200	5.19199e-192	-1	1	-1	descriptive
OPYTIMIZER	PVS	2	10	1099	100	1200	1.49133e-213	-1	1	-1	descriptive
OPYTIMIZER	BWO	2	10	1067	133	1200	7.58052e-182	-1	1	-1	descriptive
OPYTIMIZER	PSO	2	10	1066	133	1200	1.34825e-181	-1	1	-1	descriptive
OPYTIMIZER	BSO	2	10	1092	108	1200	1.20805e-205	-1	1	-1	descriptive
OPYTIMIZER	CSA	2	10	619	581	1200	0.142736	-1	0.869886	-1	descriptive
OPYTIMIZER	SSO	2	10	939	260	1200	8.50817e-91	-1	1	-1	descriptive
OPYTIMIZER	WOA	2	10	1088	111	1200	2.14682e-202	-1	1	-1	descriptive
OPYTIMIZER	BA	2	10	1056	141	1200	5.397e-174	-1	1	-1	descriptive
OPYTIMIZER	HS	2	10	1084	116	1200	9.37822e-198	-1	1	-1	descriptive
OPYTIMIZER	JS	2	10	378	822	1200	1	-1	1.3336e-38	-1	descriptive
OPYTIMIZER	SOS	2	10	1093	107	1200	1.19235e-206	-1	1	-1	descriptive
OPYTIMIZER	GS	2	10	677	519	1200	2.73357e-06	-1	0.999998	-1	descriptive
OPYTIMIZER	EFO	2	10	1091	108	1200	2.19887e-205	-1	1	-1	descriptive
OPYTIMIZER	GSA	2	10	292	907	1200	1	-1	5.30142e-74	-1	descriptive
OPYTIMIZER	ESA	2	10	1043	156	1200	9.45873e-162	-1	1	-1	descriptive
OPYTIMIZER	BOA	2	10	148	331	480	1	-1	1.88354e-17	-1	descriptive
OPYTIMIZER	HC	2	10	642	554	1200	0.00592457	-1	0.994981	-1	descriptive
OPYTIMIZER	ABC	2	10	1065	106	1172	4.15138e-200	-1	1	-1	descriptive
OPYTIMIZER	RRA	2	10	1093	105	1200	3.75211e-208	-1	1	-1	descriptive
OPYTIMIZER	NDS	2	10	674	522	1200	6.16117e-06	-1	0.999995	-1	descriptive
OPYTIMIZER	NBJS	2	10	378	822	1200	1	-1	1.3336e-38	-1	descriptive
OPYTIMIZER	SSD	2	10	282	918	1200	1	-1	3.26793e-79	-1	descriptive
OPYTIMIZER	CEM	2	10	914	281	1200	8.43473e-79	-1	1	-1	descriptive
OPYTIMIZER	AOA	2	10	1016	181	1200	1.24283e-141	-1	1	-1	descriptive
OPYTIMIZER	MRFO	2	10	979	220	1200	6.97827e-115	-1	1	-1	descriptive
OPYTIMIZER	ASO	2	10	195	1004	1200	1	-1	7.23787e-132	-1	descriptive
OPYTIMIZER	SFO	2	10	767	431	1200	9.89043e-23	-1	1	-1	descriptive
OPYTIMIZER	IHS	2	10	1100	100	1200	8.13378e-214	-1	1	-1	descriptive
OPYTIMIZER	COA	2	10	1087	113	1200	1.10972e-200	-1	1	-1	descriptive
OPYTIMIZER	GOA	2	10	1085	114	1200	1.91758e-199	-1	1	-1	descriptive
OPYTIMIZER	STOA	2	10	278	921	1200	1	-1	4.29695e-81	-1	descriptive
OPYTIMIZER	MVPA	2	10	1090	110	1200	1.20305e-203	-1	1	-1	descriptive
OPYTIMIZER	ES	2	10	1079	121	1200	5.86366e-193	-1	1	-1	descriptive
OPYTIMIZER	AIWPSO	2	10	988	211	1200	8.1364e-121	-1	1	-1	descriptive
OPYTIMIZER	ISA	2	10	167	1033	1200	1	-1	4.17329e-153	-1	descriptive
OPYTIMIZER	EO	2	10	1100	99	1200	1.35428e-214	-1	1	-1	descriptive
OPYTIMIZER	AF	2	10	137	912	1050	1	-1	2.51292e-141	-1	descriptive
OPYTIMIZER	DOA	2	10	1085	115	1200	1.00151e-198	-1	1	-1	descriptive
OPYTIMIZER	PIO	2	10	259	941	1200	1	-1	1.49713e-91	-1	descriptive
OPYTIMIZER	HHO	2	10	1085	115	1200	1.00151e-198	-1	1	-1	descriptive
OPYTIMIZER	BSA	2	10	1088	112	1200	1.15126e-201	-1	1	-1	descriptive
OPYTIMIZER	TEO	2	10	514	663	1180	0.999994	-1	7.8247e-06	-1	descriptive
OPYTIMIZER	FA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
OPYTIMIZER	WWO	2	10	1099	101	1200	8.86823e-213	-1	1	-1	descriptive
OPYTIMIZER	IWO	2	10	1088	112	1200	1.15126e-201	-1	1	-1	descriptive
OPYTIMIZER	KH	2	10	1012	188	1200	3.86183e-137	-1	1	-1	descriptive
OPYTIMIZER	FOA	2	10	1100	100	1200	8.13378e-214	-1	1	-1	descriptive
OPYTIMIZER	RPSO	2	10	1016	184	1200	4.38528e-140	-1	1	-1	descriptive
OPYTIMIZER	SCA	2	10	433	767	1200	1	-1	1.91304e-22	-1	descriptive
OPYTIMIZER	OSA	2	10	682	516	1200	9.01362e-07	-1	0.999999	-1	descriptive
OPYTIMIZER	WDO	2	10	550	649	1200	0.99807	-1	0.00231595	-1	descriptive
OPYTIMIZER	LSA	2	10	1087	113	1200	1.10972e-200	-1	1	-1	descriptive
OPYTIMIZER	VPSO	2	10	945	255	1200	8.24481e-94	-1	1	-1	descriptive
OPYTIMIZER	SBO	2	10	1082	117	1200	1.57031e-196	-1	1	-1	descriptive
OPYTIMIZER	GA	2	10	1095	104	1200	1.96925e-209	-1	1	-1	descriptive
OPYTIMIZER	MFO	2	10	1082	118	1200	7.99289e-196	-1	1	-1	descriptive
OPYTIMIZER	CS	2	10	1102	98	1200	6.62242e-216	-1	1	-1	descriptive
OPYTIMIZER	FSO	2	10	1089	111	1200	1.1827e-202	-1	1	-1	descriptive
OPYTIMIZER	NGHS	2	10	1095	102	1200	5.8625e-211	-1	1	-1	descriptive
OPYTIMIZER	GCO	2	10	1096	103	1200	1.86658e-210	-1	1	-1	descriptive
OPYTIMIZER	TWO	2	10	1095	105	1200	1.12642e-208	-1	1	-1	descriptive
OPYTIMIZER	WEO	2	10	1092	108	1200	1.20805e-205	-1	1	-1	descriptive
OPYTIMIZER	GWO	2	10	1078	121	1200	1.0546e-192	-1	1	-1	descriptive
OPYTIMIZER	SAVPSO	2	10	1022	177	1200	4.10138e-145	-1	1	-1	descriptive
OPYTIMIZER	FFOA	2	10	893	307	1200	5.28723e-67	-1	1	-1	descriptive
OPYTIMIZER	AIG	2	10	1088	112	1200	1.15126e-201	-1	1	-1	descriptive
OPYTIMIZER	BH	2	10	1063	137	1200	2.91281e-178	-1	1	-1	descriptive
OPYTIMIZER	CI	2	10	543	77	621	1.38117e-87	-1	1	-1	descriptive
OPYTIMIZER	SSA	2	10	1082	117	1200	1.57031e-196	-1	1	-1	descriptive
OPYTIMIZER	AO	2	10	1064	135	1200	8.48175e-180	-1	1	-1	descriptive
OPYTIMIZER	MVO	2	10	358	48	406	5.04227e-60	-1	1	-1	descriptive
mealpy	LevyTWO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalTLO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	GWO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalBBO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	ABFO	2	10	605	578	1186	0.224853	-1	0.792194	-1	descriptive
mealpy	OriginalWHO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalFFA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseSARO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSMA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	SingleGA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSSDO	2	10	599	598	1200	0.5	-1	0.523047	-1	descriptive
mealpy	OriginalFPA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSSO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalMA	2	10	658	539	1200	0.000321064	-1	0.999741	-1	descriptive
mealpy	OriginalCEM	2	10	612	584	1200	0.217488	-1	0.799136	-1	descriptive
mealpy	OCRO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalBA	2	10	633	564	1200	0.0246585	-1	0.978499	-1	descriptive
mealpy	OriginalAEO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalBSO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalBFO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	ImprovedSLO	2	10	636	561	1200	0.0162015	-1	0.985999	-1	descriptive
mealpy	OriginalLCO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalHGS	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseALO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	CPSO	2	10	599	598	1200	0.5	-1	0.523047	-1	descriptive
mealpy	OriginalEO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	DE	2	10	639	558	1200	0.0103615	-1	0.991127	-1	descriptive
mealpy	ModifiedBA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseTLO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalPFA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseFOA	2	10	381	816	1200	1	-1	3.46122e-37	-1	descriptive
mealpy	OriginalGBO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	TVAC	2	10	629	569	1200	0.044113	-1	0.96102	-1	descriptive
mealpy	BaseFBIO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	ImprovedBSO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalAO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseGSKA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseLCO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSSpiderA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseHS	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	AdaptiveEO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalWCA	2	10	402	373	778	0.157258	-1	0.859405	-1	descriptive
mealpy	OriginalMRFO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalEOA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalABC	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	ModifiedAEO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSFO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseBBO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalNMRA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalACOR	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	ImprovedSFO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalCRO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	LevyJA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalHS	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalCSO	2	10	633	564	1200	0.0246585	-1	0.978499	-1	descriptive
mealpy	OriginalCOA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	LevyQSA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OppoQSA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseBRO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSLO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalMVO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	CLPSO	2	10	599	598	1200	0.5	-1	0.523047	-1	descriptive
mealpy	OriginalNRO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseSCA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseGCO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalArchOA	2	10	609	589	1200	0.291532	-1	0.727974	-1	descriptive
mealpy	SwarmHC	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	ImprovedTLO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalMSA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	WOA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalIWO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseGA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	ModifiedEO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	ImprovedNMRA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseCHIO	2	10	642	556	1200	0.00701202	-1	0.99404	-1	descriptive
mealpy	OriginalHHO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalGWO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	ImprovedQSA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalFBIO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalBeesA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseEFO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalHC	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSHO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	JADE	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalCA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	EnhancedTWO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseSSA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalAOA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalQSA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalGOA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	EnhancedAEO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalGSKA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	PPSO	2	10	629	569	1200	0.044113	-1	0.96102	-1	descriptive
mealpy	OriginalCGO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalHGSO	2	10	664	535	1200	0.000107864	-1	0.999914	-1	descriptive
mealpy	OriginalSBO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OppoTWO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalASO	2	10	599	598	1200	0.5	-1	0.523047	-1	descriptive
mealpy	ModifiedSLO	2	10	636	561	1200	0.0162015	-1	0.985999	-1	descriptive
mealpy	BaseVCS	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	LSHADE	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalEFO	2	10	613	586	1200	0.226373	-1	0.79063	-1	descriptive
mealpy	OriginalJA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalGCO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalPSS	2	10	648	549	1200	0.00229884	-1	0.998085	-1	descriptive
mealpy	OriginalEHO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSSA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSCA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalBES	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseSBO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseJA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSARO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSRSR	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalTWO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalWDO	2	10	635	562	1200	0.0186919	-1	0.983799	-1	descriptive
mealpy	AugmentedAEO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalWOA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	SADE	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalBRO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalSSpiderO	2	10	621	576	1200	0.101719	-1	0.908181	-1	descriptive
mealpy	ProbBeesA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalFA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalCSA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalALO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalDO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalCHIO	2	10	642	556	1200	0.00701202	-1	0.99404	-1	descriptive
mealpy	OriginalBSA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	LevyEP	2	10	599	598	1200	0.5	-1	0.523047	-1	descriptive
mealpy	OriginalICA	2	10	368	335	706	0.113722	-1	0.900154	-1	descriptive
mealpy	ImprovedLCO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalMFO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	ImprovedAEO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalVCS	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	AdaptiveBA	2	10	639	559	1200	0.0112121	-1	0.990383	-1	descriptive
mealpy	MultiGA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalES	2	10	599	598	1200	0.5	-1	0.523047	-1	descriptive
mealpy	LevyES	2	10	599	598	1200	0.5	-1	0.523047	-1	descriptive
mealpy	OriginalEP	2	10	599	598	1200	0.5	-1	0.523047	-1	descriptive
mealpy	BaseSMA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalPSO	2	10	599	598	1200	0.5	-1	0.523047	-1	descriptive
mealpy	FBUDGETSHADE	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	OriginalFOA	2	10	381	816	1200	1	-1	3.46122e-37	-1	descriptive
mealpy	BaseQSA	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseMFO	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	BaseDE	2	10	613	584	1200	0.209176	-1	0.807055	-1	descriptive
mealpy	WhaleFOA	2	10	381	816	1200	1	-1	3.46122e-37	-1	descriptive
Baselines	DE	2	10	0	0	1200	1	-1	1	-1	descriptive
Baselines	RCobyla	2	10	940	258	1200	1.01332e-91	-1	1	-1	descriptive
Baselines	PSO	2	10	421	375	1200	0.0553292	-1	0.952161	-1	descriptive
